Local;Votos;Latitude;Longitude
COMUNIDADE EVANGÉLICA SÃO JOÃO DE TURUÇU;37;-31.41664;-52.28194
GRUPO ESCOLAR DR. URBANO GARCIA;296;-31.41482;-52.17194
SALÃO LEOMAR GEHLING;144;-31.42612;-52.25315
VAREJÃO COLONIAL;49;-31.43806;-52.19292
