Local;Votos;Latitude;Longitude
E E DE 1 GRAU PROF ALAÍDES SCHUMACHER PINHEIRO;430;-30.75546;-51.97933
ESCOLA MUNICIPAL DE ENS. FUND. ARLINDO BONIFÁCIO PIRES;166;-30.81046;-52.04315
ESCOLA MUNICIPAL DE ENS. FUND. SANTA LUZIA;113;-30.74205;-51.9899
SALÃO DA COMUNIDADE NOSSA SENHORA DE LURDES;50;-30.75012;-52.03079
