Local;Votos;Latitude;Longitude
CAMARA DE VEREADORES;51;-31.8631;-52.82025
ESC. PEDRO BRIZOLARA DE SOUZA;197;-31.86662;-52.81605
ESCOLA MUNICIPAL DE 1 GRAU GETULIO VARGAS;192;-31.8679;-52.83542
ESCOLA SAGRADO CORAÇÃO DE JESUS;126;-31.8629;-52.81748
GINASIO DE ESPORTES 3 DE ABRIL;48;-31.86345;-52.81861
GINASIO ESTADUAL GETULIO VARGAS;185;-31.86509;-52.82451
POSTO DE SAÚDE MUNICIPAL DO MATARAZZO;7;-32.02538;-52.91781
