Local;Votos;Latitude;Longitude
COLÉGIO ESTADUAL BENTO GONÇALVES DA SILVA;207;-30.99416;-52.05137
ESC. EST. ENS. FUND. DARCY PEIXOTO DA SILVEIRA - CIEP;137;-30.99644;-52.04505
ESCOLA MUNICIPAL DE ENS. FUND. OTTO BECKER;209;-30.9521;-52.19743
ESCOLA MUNICIPAL ENS. FUND. ANTONIO CURI;41;-31.07427;-52.08569
SALAO PAROQUIAL DA IGREJA CATOLICA;213;-31.00034;-52.04649
UNIDADE BÁSICA DE SAÚDE DO CORDEIRO;35;-30.92515;-51.98111
UNIDADE BÁSICA DE SAÚDE VILA FORMOSA;135;-30.98571;-52.03363
